gllguanenace-nineeyed.o2zero-gravity.com/c9gpe4odt8.php\nwww.batwheels.de/K9-Industries-Axiallagerkit-fuer-K9-Daempferfedern,bad
torquentque.chateau-zen.fr/EoegUyWsHErM7W5AhShpeWaX0JLh4SGZ_OlPxav9ZUeuyujrlDu-V7BW_B7qdb5sY_IEDw==\n,bad
knaldemp-koskie.02ipad.com/5kven0hohs.php\nnewsok.com/,bad
two.jdfslfdsgy.biz/b4w4i4w9nb\ndkoawit6.com/ik/redir.php?url=http://two.jdfslfdsgy.biz/b4w4i4w9nb,bad
one.vdgbfslgdfs.biz/0tkossbny7\ncalambar.loungio.com/ads/frame.html,bad
medeschuldigst0scapula.depotzen.fr/L1-thWQZDEF-ckyaOO8a24U2JPha573nNiCQtHT7CbCMMlan0eUc53jmhX__7l8cQMVyPgZaP0Y=\nmedeschuldigst0scapula.depotzen.fr/xuizf5xx7x.php,bad
one.fdfjkhfsadv.biz/hmi970ckti\nfergumi.michaelferguson.co.uk/pvthg2.html,bad
medeschuldigst0scapula.depotzen.fr/xuizf5xx7x.php\nwww.bauspar-shop.de/,bad
two.fdfjkhfsadv.biz/zj7821p7eo\none.hrietolewox.biz/kleph.cgi?12,bad
two.fdsfgsgdvsd.biz/mg1t7n3ftg\nfergumi.michaelferguson.co.uk/pvthg2.html,bad
nonbituminous.o2breath.com/b5aq4ayzbq.php\nwww.off-roadfiberglass.com/index.html,bad
collaspeeinloesbar.zenchateau.fr/cjlyfggf0o.php\nnewsok.com/,bad
tamesttetrapyl-klosettdeckeln.pranair.com/bwiga2t5k7.php\nwww.zeusquimica.com/,bad
ukontentowanie.o2pulse.com/m5mfew2gy3.php\nwww.batwheels.de/,bad
heimstaettecatawba.depotzen.com/8eole99tsx.php\nxhamster-video.com/top/ads.html?contentid=9532,bad
ukontentowanie.o2pulse.com/m5mfew2gy3.php\nwww.batwheels.de/Gabeln-Daempfer,bad
three.dmslcfwq.biz/3cfb4oh4z2\nwww.lavoro24.it/offerte_lavoro.php?azienda=Prix+Quality+srl,bad
hospanningstroom.02relax.com/97190cf235.php\nwww.nnam.org/,bad
imitammo.o2breath.com/ny7x79v3fz.php\nwww.rideclub.at/home.php,bad
two.jdfslfdsgy.biz/jjdwifnawe\ndkoawit6.com/ik/redir.php?url=http://two.jdfslfdsgy.biz/jjdwifnawe,bad
cyclolombuerowirtschaft.o2chair.com/aepx76x5ne.php\nnewsok.com/,bad
accolis.innovzen.net/pv7qzysaid.php\nwww.dalhousiehotels.net/,bad
utbygget1bateau.innovzen.co/zqthtc7kpg.php\nwww.italchimici.it/,bad
ukontentowanie.o2pulse.com/m5mfew2gy3.php\nwww.batwheels.de/K9-Industries-Race-Stahlfedern-140-mm-Laenge-25-275-30-Hub,bad
three.dfwvdfsk.biz/bwael9nj8j\nwww.sapfix.com/sapmm/duplicate-customer-check-in-sap/,bad
armttsubamen.zenchateau.fr/ayimwuqx17.php\nnewsok.com/,bad
customconfigured.bamandjustin.com/1y85c6axc5.php\nwww.moteurnature.com/,bad
three.dmslcfwq.biz/n3eiylg3kg\nwww.lavoro24.it/bari/segretaria_di_direzione-59046.html,bad
knaldemp-koskie.02ipad.com/ob72v1xoai.php\nnewsok.com/,bad
abuju-orid.02tablet.com/8ve3xm7l92.php\nnewsok.com/,bad
hottraveljobs.com/forum/docs/info.php,bad
news.grouptumbler.com/news/feed.php,bad
info.leveldelta.com/php/text.php,bad
citroen-club.ch/n.exe,bad
zehir4.asp,bad
ZHC_Shell_1.0.aspx,bad
img851/2304/bismillahus.jpg,bad
himselp.net.in/css/acrord.exe,bad
www.skyslisten.com/help.html,bad
micro/advice.php?,bad
199.91.173.43/new_salary/salary_revision.scr,bad
199.91.173.45/OBL_Leaked_Report.zip,bad
199.91.173.45/Naxalites_Funded_By_Pakistan.zip,bad
199.91.173.45/is_array.php?compname=<COMPUTERNAME>,bad
199.91.173.45/fetch_updates_8765_tb.php?compname=<COMPUTERNAME>,bad
1.234.31.153/mii/swf.js,bad
1.234.31.154/mii/fird.gif,bad
1.234.31.154/mii/swf.js,bad
1.234.31.154/mii/guy2.html,bad
1.234.31.153/mii/guy2.html,bad
1.234.31.153/mii/fird.gif,bad
174.139.126.66:8888/5.txt,bad
220.229.238.123/tn/images/index.html,bad
www.atmovies.com.tw/home/temp1.html,bad
www.jessearch.com/dev/js/27.exe,bad
www.securimalware.net/info/update.exe,bad
www.setchon.com/jd/upload.aspx,bad
www.samyongonc.com/jd/upload.aspx,bad
www.625tongyi.com/jd/upload.aspx,bad
appst0re.net/upload.aspx,bad
bg1337.zapto.org:1155,bad
ahmad212.no-ip.biz:86,bad
alii007.zapto.org:6611,bad
dzhacker15.no-ip.org:82,bad
adolf2013.sytes.net:1183,bad
docteuur13.no-ip.org:444,bad
bog5151.zapto.org:991,bad
alii007.zapto.org:288,bad
adolf2013.sytes.net:1184,bad
g00gle.sytes.net:4448,bad
dataday3.no-ip.org:83,bad
ballgogo.no-ip.biz:8088,bad
basss.no-ip.info:2026,bad
adamdam.zapto.org:1973,bad
doda.redirectme.net:777,bad
basss.no-ip.info:82,bad
am1.no-ip.info:1888,bad
portipv6.redirectme.net:1991,bad
pess-12.zapto.org:81,bad
koko.myftp.org:9090,bad
no99.zapto.org:81,bad
noooot.no-ip.biz:443,bad
pess-123.zapto.org:1604,bad
microsoftsystem.sytes.net:4442,bad
msgbox.zapto.org:5246,bad
gerssy.zapto.org:6000,bad
mootje01.no-ip.org:81,bad
karimstar.zapto.org:85,bad
hackediraq.no-ip.biz:88,bad
njnj.redirectme.net:123,bad
kiyoma200.no-ip.biz:1117,bad
hattouma12.no-ip.biz:88,bad
medolife.no-ip.biz:1247,bad
hmode123.no-ip.biz:9090,bad
new-hacker.no-ip.org:81,bad
googlechrome.servegame.com:1990,bad
hackeralbasrah.no-ip.biz:8888,bad
mda.no-ip.org:88,bad
securityfocus.bounceme.net:1166,bad
zeusback.no-ip.biz:223,bad
vpn-hacker.no-ip.biz:9090,bad
silent9.zapto.org:7895,bad
sawdz.no-ip.biz:333,bad
ronaldo-123.no-ip.biz:2011,bad
xkiller.no-ip.info:1,bad
terminator9.zapto.org:1991,bad
yahia17.no-ip.org:1177,bad
zoia.no-ip.org:446,bad
sidisalim.myvnc.com:1888,bad
xbox720.zapto.org:1991,bad
ronaldo-123.no-ip.biz:2013,bad
shagagy21.no-ip.biz:1605,bad
networksecurityx.hopto.org,bad
user_id=%.4u&version_id=%lu&socks=%lu&build=%lu&crc=%.8x,bad
ok.aa24.net/meeting/index.html,bad
api/client/pings.php?,bad
123.49.61.59:8080/zb/v_01_a/in/,bad
83.238.208.55:8080/zb/v_01_a/in/,bad
41.168.5.140:8080/zb/v_01_a/in/,bad
out.hzlo.net/download/Flash_update.exe,bad
4sq.mattersofgrey.com/download/Flash_update.exe,bad
www.google.com/webhp,bad
62.212.66.204/putty.exe,bad
adobe.flash-mail.tk/update/Flash_updata.exe,bad
www.nextramax.com/files/download.php?f=JapanGrandStrategy.exe,bad
www.stisanic.com/wp-content/coblackberrycomnotasdevozdate07052014.php,bad
analaloca.chickenkiller.com:3460/123456.functions,bad
outlook11551.no-ip.biz/1234567890.functions,bad
laithmhrez.no-ip.info/1234567890.functions,bad
uranio2.no-ip.biz:10180/123456.functions,bad
windows.misconfused.org:999/123456.functions,bad
papapa-1212.zapto.org/1234567890.functions,bad
livejasminci.no-ip.biz:4444/123456.functions,bad
cascarita3.no-ip.biz:33500/123456.functions,bad
allmyworkers.no-ip.biz:400/123456.functions,bad
31.193.9.126:3377/123456.functions,bad
suportassisten.no-ip.info:2180/1234567890.functions,bad
supermanaa.no-ip.biz/123456.functions,bad
spycronicjn.no-ip.org:81/123456.functions,bad
fungii.no-ip.org:999/123456.functions,bad
cascarita2.no-ip.biz:33200/123456.functions,bad
updating.serveexchange.com:999/123456.functions,bad
mohammad2010.no-ip.biz:81/123456.functions,bad
sarkawt122.no-ip.biz/1234567890.functions,bad
cascarita1.no-ip.biz:33100/123456.functions,bad
fungii.no-ip.org:999/123456.functions,bad
cascarita2.no-ip.biz:33200/123456.functions,bad
cascarita1.no-ip.biz:33100/123456.functions,bad
mohammad2010.no-ip.biz:81/123456.functions supermanaa.no-ip.biz/123456.functions,bad
uranio2.no-ip.biz:10180/123456.functions,bad
windows.misconfused.org:999/123456.functions,bad
cascarita3.no-ip.biz:33500/123456.functions,bad
allmyworkers.no-ip.biz:400/123456.functions,bad
livejasminci.no-ip.biz:4444/123456.functions,bad
spycronicjn.no-ip.org:81/123456.functions,bad
31.193.9.126:3377/123456.functions,bad
updating.serveexchange.com:999/123456.functions,bad
papapa-1212.zapto.org/1234567890.functions,bad
suportassisten.no-ip.info:2180/1234567890.functions,bad
sarkawt122.no-ip.biz/1234567890.functions,bad
laithmhrez.no-ip.info/1234567890.functions,bad
outlook11551.no-ip.biz/1234567890.functions,bad
\/deutsche_telekom_ag$,bad
\/telekom\/(telekom_deutschland_gmbh|vodafone_onlinerechnung)$,bad
twitter.com/0PB7txP,bad
twitter.com/2fjzjntOX,bad
twitter.com/4pz8U81,bad
twitter.com/2RobTXBSV,bad
twitter.com/0OIO2Te,bad
twitter.com/4tzQT6FCl,bad
twitter.com/0qxtPXSmSyI,bad
twitter.com/5dVRylmE2b,bad
twitter.com/32esNXlFYgpY,bad
twitter.com/5i71FSpp,bad
twitter.com/49c3auaBXar,bad
twitter.com/E2NtRY7I,bad
twitter.com/EFsKIDmwee87,bad
twitter.com/96HJt4ySYLGp,bad
twitter.com/a8oFKyik,bad
twitter.com/eKyhz3xXMWZ6,bad
twitter.com/C04Jnilg,bad
twitter.com/CuusxXdIzW0u,bad
twitter.com/Aphu71kQCLWX,bad
twitter.com/CcaunomKn9e4,bad
twitter.com/AtAuMIaO9B,bad
twitter.com/dJxQGtf,bad
twitter.com/DT6z6nWCgXR,bad
twitter.com/bvXPoAH,bad
twitter.com/aQW38QIY,bad
twitter.com/CsJaSBbL0oOj,bad
twitter.com/93wpflnsEZ,bad
twitter.com/D99oXj1p4sm,bad
twitter.com/CjreLwzL,bad
twitter.com/Bkl9e3wYcyz,bad
twitter.com/axlYSmgqsK,bad
twitter.com/aaFzxeaORc1W,bad
twitter.com/C4ia4qIwSh,bad
twitter.com/6AM2Y3k,bad
twitter.com/HENqswzmm,bad
twitter.com/JGRrKdjeN,bad
twitter.com/JpJVZq8De0r,bad
twitter.com/kaabM1KFst,bad
twitter.com/GalhlqnCly2a,bad
twitter.com/gNF1rrwfC5,bad
twitter.com/EPfGer2T,bad
twitter.com/kfqfsiu7,bad
twitter.com/IX9lrcQ59AS4,bad
twitter.com/KKINOJQy,bad
twitter.com/LFXtOYeJv,bad
twitter.com/IUvtTL5Sa2Lc,bad
twitter.com/iaakHG0R,bad
twitter.com/gn9CDH5s8I,bad
twitter.com/JS3R7wJ2Q,bad
twitter.com/exX16ERO,bad
twitter.com/jOj8hcuok,bad
twitter.com/fCK1aSue7,bad
twitter.com/hdX9hSu,bad
twitter.com/Fw4QbvYwKYK,bad
twitter.com/GT8uUrJa,bad
twitter.com/iWIcL5I1,bad
twitter.com/tTEhg5aFQkc,bad
twitter.com/MhnG9JbL2wxH,bad
twitter.com/POLLVxLqc,bad
twitter.com/TgOClEb,bad
twitter.com/pNnBhck,bad
twitter.com/Rqmp9z9bd,bad
twitter.com/TpVQKrx,bad
twitter.com/SpZL2lwK,bad
twitter.com/mhuvluXr,bad
twitter.com/mKGyKMbx,bad
twitter.com/ScdLgabN,bad
twitter.com/RQKbh3s,bad
twitter.com/LuD0UiK,bad
twitter.com/O8k0NjyKB5wj,bad
twitter.com/LmXjGeflxeF,bad
twitter.com/n2OtJleVKBF,bad
twitter.com/TAtDPv2,bad
twitter.com/tbYY979bU,bad
twitter.com/QgjYkSr3,bad
twitter.com/oGDMwswhWB,bad
twitter.com/TIGVRXlWN,bad
twitter.com/sl5I7xyi,bad
twitter.com/oAfmAlUTCB,bad
twitter.com/WTIo7ohk,bad
twitter.com/tXvnUHt,bad
twitter.com/xmPmzxmN4LU,bad
twitter.com/xbWUj6Y,bad
twitter.com/tyHM7xma2,bad
twitter.com/wzuQxqUF,bad
twitter.com/Ukj52IXdjp,bad
twitter.com/Z9Pt5Lu,bad
twitter.com/u8DQkuZS,bad
twitter.com/Xj5AG7H,bad
twitter.com/URvSxPSPMJjS,bad
twitter.com/uOeM85oaXA99,bad
twitter.com/vayhXxj0k,bad
twitter.com/Yv9Ek4j8Owuq,bad
twitter.com/wz9ejI4IU7p6,bad
twitter.com/YQdh1dwBGey1,bad
twitter.com/uruvOlMh,bad
twitter.com/xmNgva8RW,bad
twitter.com/vbDluCmRA,bad
twitter.com/Vdw9Roov1,bad
twitter.com/yO6fMyyspVLv,bad
twitter.com/wnyQC4qGOFu3,bad
twitter.com/ZpcNfVldGUr,bad
twitter.com/ZDfPMyRR4pa,bad
twitter.com/zEqRE3g9K,bad
twitter.com/AA4ADQAMg,bad
twitter.com/AAzADYANwA,bad
twitter.com/AAyADAAMAA,bad
twitter.com/AAxADIA,bad
twitter.com/AAxADQAM,bad
twitter.com/AAtADIA,bad
twitter.com/AA2ADQAN,bad
twitter.com/AA5ADkANA,bad
twitter.com/AA4ADAAN,bad
twitter.com/AA4ADIAM,bad
twitter.com/AAxAC0AM,bad
twitter.com/AA2ADYA,bad
twitter.com/AA2ADcAOAA,bad
twitter.com/AAtADEAOAA,bad
twitter.com/AAxADQA,bad
twitter.com/AAxADgAMgA,bad
twitter.com/AAtADEAMA,bad
twitter.com/gA0ADAANAA,bad
twitter.com/AAyADkANw,bad
twitter.com/gAtADEAMw,bad
twitter.com/gAwADUANQ,bad
twitter.com/gAxADcA,bad
twitter.com/gAxADMAMwA,bad
twitter.com/gA3ADgAO,bad
twitter.com/gAyADMANA,bad
twitter.com/gAzADgANgA,bad
twitter.com/gA0ADIA,bad
twitter.com/gA0ADYAMw,bad
twitter.com/QA1ADcA,bad
twitter.com/gA0ADQAN,bad
twitter.com/QA2ADAAMQ,bad
twitter.com/gAwADMA,bad
twitter.com/QA0ADMA,bad
twitter.com/gAxADEAO,bad
twitter.com/QA2ADEAMg,bad
twitter.com/QA1ADQAMgA,bad
twitter.com/gAxADIAM,bad
twitter.com/gA1AC0A,bad
twitter.com/gA1ADYAMg,bad
twitter.com/QA1ADUAOA,bad
twitter.com/QA1ADgAM,bad
twitter.com/QAtADgAMAA,bad
twitter.com/QA3ADkAN,bad
twitter.com/QAxADgAOAA,bad
twitter.com/QA3ADkAMgA,bad
twitter.com/QAxADEA,bad
twitter.com/QA4ADYANw,bad
twitter.com/QAxADEAMQA,bad
twitter.com/QA2ADkA,bad
twitter.com/QAtADIAMA,bad
twitter.com/QA5ADQA,bad
twitter.com/QA2ADkAMAA,bad
twitter.com/QA3ADQAMQA,bad
twitter.com/QA4ADcA,bad
twitter.com/QA5ADIANAA,bad
twitter.com/QAxADEAN,bad
twitter.com/QAtADEANwA,bad
twitter.com/QAwADQA,bad
twitter.com/QAxADkA,bad
twitter.com/QAtADEAN,bad
twitter.com/QA4AC0AMQA,bad
twitter.com/QA3ADYANw,bad
twitter.com/QAtADgAMw,bad
twitter.com/QA4AC0A,bad
twitter.com/QA3ADUAMg,bad
twitter.com/QA5ADMA,bad
twitter.com/QAyADAANA,bad
twitter.com/QAxADUAN,bad
twitter.com/QAzADcAOA,bad
twitter.com/wA2ADcAOA,bad
twitter.com/wA4ADEAOQ,bad
twitter.com/QAzADgA,bad
twitter.com/QAxADMAMwA,bad
twitter.com/wA1ADcAN,bad
twitter.com/wAwADQAM,bad
twitter.com/wAtADQAOA,bad
twitter.com/wA1ADMAO,bad
twitter.com/QAyADEAM,bad
twitter.com/wAxADMA,bad
twitter.com/wA2AC0ANw,bad
twitter.com/wAtADEAMAA,bad
twitter.com/QAxADQANAA,bad
twitter.com/QAzADAAN,bad
twitter.com/QAzADgAM,bad
twitter.com/QAyADAAN,bad
twitter.com/QAzADgAOAA,bad
twitter.com/QAyADMAMQA,bad
twitter.com/wA2ADgAOAA,bad
twitter.com/QAyADgAM,bad
twitter.com/wAxADEA,bad
twitter.com/QAzADIANw,bad
twitter.com/QAxADQA,bad
twitter.com/wAzADQAO,bad
twitter.com/wAzADUA,bad
twitter.com/wAzADQAM,bad
twitter.com/wAyADQA,bad
twitter.com/FloydLSchwartz,bad
